RAW,Filter Short,Filter Long
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
RAW,Filter Short,Filter Long
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
100.0,100.0,100.0
